Genome	SRR24759596	SRR24759597	SRR24759598	SRR24759599	SRR24759600	SRR24759601	SRR24759602	SRR24759603	SRR24759604	SRR24759605	SRR24759606	SRR24759607	SRR24759608	SRR24759609	SRR24759610	SRR24759611	SRR24759612	SRR24759613	SRR24759614	SRR24759615	SRR24759616
SRR24759606_binette_bin36	0.03743383	0.055976663	0.083105534	0.087028995	0.06591974	0.06548266	0.05353425	0.095101446	0.03659259	0.042766854	0.056558512	0.030957805	0.065213785	0.018612584	0.035557833	0.106094666	0.02463924	0.021282658	0.047756333	0.059498083	0.050247975
SRR24759606_binette_bin37	0.05583371	0.06327521	0.09914691	0.10056353	0.06993232	0.033237394	0.056684025	0.09663558	0.054352157	0.035561267	0.081056006	0.041624747	0.096623376	0.033619598	0.043933846	0.13973047	0.04035731	0.036394175	0.047642417	0.057185963	0.05134234
SRR24759606_binette_bin38	0.01800732	0.03712879	0.01539765	0.019961895	0.02446958	0.018886775	0.024323761	0.019280571	0.005662713	0.017484158	0.029351134	0.017046737	0.01719192	0.024292396	0.021553786	0.025204718	0.020781333	0.02540268	0.02193869	0.008588295	0.011014924
SRR24759606_binette_bin39	0.052055843	0.06970061	0.07909682	0.05529286	0.12772459	0.06522454	0.13283503	0.038450312	0.030378662	0.04327409	0.1113072	0.03747492	0.096768565	0.0867128	0.046191372	0.072563834	0.091008306	0.030257985	0.08052033	0.02856823	0.08346526
SRR24759606_binette_bin40	0.019091183	0.028632151	0.02018376	0.038606435	0.02741287	0.014760629	0.024861572	0.026447758	0.02921592	0.013815276	0.06648329	0.016211336	0.031510103	0.013755816	0.014854177	0.032922987	0.01580543	0.024598617	0.018911215	0.020472404	0.024209173
SRR24759606_binette_bin42	0.04655512	0.04372463	0.12677385	0.10145516	0.067357935	0.044962555	0.048370976	0.1191519	0.038316723	0.036904674	0.0658506	0.034923762	0.112256944	0.023408843	0.04899321	0.16265889	0.031783488	0.023521459	0.043286514	0.048554376	0.043633755
SRR24759606_binette_bin43	0.16416581	0.13870907	0.15487988	0.17363094	0.14833172	0.15030251	0.18282257	0.1637524	0.18062331	0.17767802	0.34918317	0.16519532	0.16737045	0.18749551	0.20000252	0.17364956	0.17026135	0.19448358	0.15352559	0.1784278	0.18227616
SRR24759606_binette_bin44	0.39534223	0.30034384	0.34220472	0.36471805	0.283321	0.38554636	0.3902342	0.3573872	0.39649075	0.38133425	0.61921084	0.35652444	0.37004757	0.44367492	0.44400615	0.35450467	0.3795708	0.41836083	0.36087283	0.3973235	0.39490268
SRR24759606_binette_bin46	0.0015398416	0	0.010666152	0.0020807213	0	0	0	0	0.00281326	0	0.022360621	0	0	0	0.0025980822	0.00290385	0	0	0	0.0045880354	0
SRR24759606_binette_bin48	0.06078115	0.07125078	0.055511866	0.054220494	0.047036007	0.061245386	0.046679482	0.066592686	0.053276874	0.052878864	0.08343813	0.07090195	0.07251575	0.06314276	0.053588662	0.070074886	0.058412302	0.09427876	0.06275921	0.051857006	0.09221691
SRR24759606_binette_bin49	0.029787509	0.06874721	0.029514534	0.037192315	0.037413504	0.03136184	0.04121995	0.032088764	0.00927323	0.03219482	0.042852756	0.02972872	0.029122079	0.038868275	0.040443983	0.043989968	0.04571573	0.04766754	0.04542476	0.0136772385	0.021079851
SRR24759606_binette_bin50	0.03881207	0.08011924	0.03572745	0.047745734	0.049210396	0.038418975	0.054645386	0.041425087	0.01268146	0.03955781	0.054953706	0.039846964	0.041127734	0.04639894	0.052574314	0.058142316	0.052863926	0.059042122	0.0546661	0.01846807	0.025560128
SRR24759606_binette_bin64	0.009276645	0.0074690124	0.0065370216	0.0052482425	0.009363372	0	0	0.0018495774	0.0044526965	0.002093522	0.04845338	0.008980526	0.004168957	0	0.0039317785	0.008781178	0	0.0066183438	0.008662408	0.010242062	0.011750924
SRR24759606_binette_bin78	0.012686545	0.028306257	0.0103212735	0.015456933	0.015211451	0.0142341545	0.016007638	0.013185026	0.005257013	0.01322187	0.027681768	0.016221771	0.013779486	0.014652891	0.018085083	0.02078665	0.016634857	0.017628372	0.016348695	0.0057160165	0.007561497
SRR24759606_binette_bin86	0.05412472	0.050845	0.0755796	0.056114525	0.118957475	0.047548007	0.11261908	0.03703927	0.02150671	0.034923043	0.13499267	0.034298085	0.08522235	0.06547388	0.037658785	0.05748792	0.08140431	0.02476996	0.05585703	0.02493583	0.06865842
SRR24759606_binette_bin87	0.030866398	0.031279147	0.035723682	0.034979537	0.057619598	0.031000027	0.02774839	0.032683525	0.01353893	0.033135973	0.09270096	0.040173493	0.03761281	0.021934593	0.035685897	0.043918107	0.03324893	0.028337544	0.057043232	0.013759828	0.01794613
SRR24759606_binette_bin89	0.04361108	0.06757788	0.102909304	0.103907466	0.077154435	0.031081723	0.056886826	0.09352542	0.05118318	0.03337118	0.080875136	0.04014811	0.10006685	0.029399697	0.046425078	0.13297309	0.03877027	0.0385909	0.043735415	0.047899425	0.052779555
SRR24759606_binette_bin90	0.48636696	0.31526613	0.34633857	0.3897325	0.3363486	0.413009	0.44976932	0.40798748	0.48763883	0.4409244	0.754379	0.44676423	0.42812905	0.49930528	0.4487329	0.41755193	0.46921775	0.48105645	0.41728616	0.43764177	0.47488588
SRR24759607_binette_bin15	0.9488712	0.50647676	0.41009444	0.66890514	0.66681683	0.60381085	0.6434445	0.8600225	0.9079751	0.70777893	0.77750957	1.0747306	0.5663871	0.8544424	0.714253	0.68171567	0.85104394	0.8124691	0.5676576	0.62986106	0.842326
SRR24759607_binette_bin17	0.05279474	0.21842352	0.14788611	0.21991134	0.18739973	0.30468833	0.19782126	0.073309384	0.103611715	0.10014222	0.12134051	0.29444778	0.12436267	0.0787065	0.18722446	0.07870856	0.13668017	0.1682064	0.17697595	0.14910002	0.19969705
SRR24759607_binette_bin18	0.075425975	0.10273512	0.13528332	0.09008616	0.23234269	0.101539046	0.18696512	0.059445444	0.049361113	0.060290284	0.121367924	0.09057915	0.11548243	0.11579349	0.0649459	0.10304235	0.1146769	0.04274539	0.09256414	0.043626316	0.14000855
SRR24759607_binette_bin19	0	0.02913037	0.012293945	0.01554047	0.014388016	0	0.026114069	0.040125664	0.012261895	0.009136816	0	0.12178903	0.01341292	0.0074168136	0.011071212	0.009820341	0.008839174	0.007571446	0.010833711	0.020371001	0.014816408
SRR24759607_binette_bin20	0.05196218	0.06010304	0.25762743	0.1542977	0.107761495	0.06344186	0.071651176	0.19474195	0.04242269	0.07028882	0.06447745	0.17936769	0.2060264	0.033121478	0.11063054	0.2900152	0.050310787	0.028397555	0.06326404	0.06625307	0.05060277
SRR24759607_binette_bin23	0.1358171	0.06216709	0.21893618	0.092635065	0.10115796	0.048218355	0.1441352	0.039002288	0.08693665	0.06685305	0.1510165	0.13069986	0.14359587	0.06934896	0.06376602	0.06999068	0.10725327	0.05837722	0.045751553	0.08436359	0.1601091
SRR24759607_binette_bin24	0.10969113	0.07417879	0.041756812	0.09082742	0.050242428	0.039269175	0.069974974	0.054823544	0.07767891	0.044777904	0.053786498	0.08748907	0.024720384	0.059280515	0.01857327	0.05794171	0.05281894	0.04516012	0.065949395	0.09612423	0.072078034
SRR24759607_binette_bin25	0.43882775	0.4421108	0.335411	0.43304574	0.33632064	0.39274418	0.38732952	0.40433502	0.5106213	0.461737	0.42859864	0.6438612	0.38424698	0.45216042	0.4659005	0.43447432	0.44977894	0.480872	0.52336556	0.46960476	0.39244324
SRR24759607_binette_bin26	0.037343256	0.03500658	0.13287397	0.089280516	0.05901061	0.034687642	0.042922147	0.108590804	0.030754073	0.032267317	0.03663908	0.10569117	0.110053115	0.021659903	0.054423388	0.15393014	0.031221624	0.016331311	0.03432554	0.037356686	0.033951312
SRR24759607_binette_bin27	0.041107997	0.078797705	0.15484777	0.0638657	0.06951894	0.054798927	0.06496335	0.051270016	0.022995349	0.08601557	0.060541112	0.19666128	0.057109877	0.058592346	0.06345349	0.07311258	0.06863921	0.06328903	0.07665208	0.03794872	0.4098432
SRR24759607_binette_bin28	0.39404836	0.33546442	0.24569426	0.37175655	0.3122507	0.31385064	0.32791933	0.34843093	0.4473507	0.37885156	0.3839376	0.59032947	0.29923353	0.38727412	0.37547725	0.35211933	0.3827577	0.38914475	0.3949271	0.35423183	0.34314078
SRR24759607_binette_bin29	0.03917208	0.080181755	0.03937723	0.07950887	0.06533182	0.0981852	0.0723265	0.042531606	0.03971178	0.039631717	0.04975015	0.11893701	0.0484775	0.04853416	0.03926781	0.043428637	0.06468775	0.048722755	0.065722264	0.05076543	0.078596435
SRR24759607_binette_bin3	0.01345393	0.051156454	0.07326476	0.023913296	0.05628481	0.033830054	0.05769095	0.019783884	0.018093487	0.08913486	0.023824506	0.24744174	0.07691997	0.024884643	0.085585825	0.028046826	0.03119457	0.065948084	0.0448933	0.07397893	0.022037499
SRR24759607_binette_bin31	0.030157153	0.030035825	0.028778182	0.019912437	0.03215049	0.016923366	0.032364406	0.030825604	0.021326518	0.016892018	0.023394188	0.08762996	0.031374868	0.02373589	0.017230975	0.025400402	0.020875886	0.017941326	0.027484324	0.017271107	0.023054255
SRR24759607_binette_bin32	0.05433618	0.042190846	0.053597834	0.045584567	0.04027794	0.024102539	0.0500998	0.043304734	0.04854305	0.026525943	0.045566604	0.091904186	0.046693675	0.032034602	0.021580974	0.03841376	0.03716883	0.028104803	0.028586468	0.045707546	0.049095713
SRR24759607_binette_bin33	0.07103031	0.11884834	0.10444835	0.082298845	0.08924329	0.06619469	0.08944878	0.1174061	0.1001871	0.11118529	0.10116565	0.1771307	0.11637577	0.07055164	0.120828345	0.13795707	0.06535298	0.10837654	0.12978253	0.1071913	0.07694561
SRR24759607_binette_bin34	0.05195731	0.21183428	0.14245693	0.22697163	0.18285127	0.32304254	0.1884608	0.068344966	0.08753982	0.09101814	0.12230696	0.29875433	0.11151088	0.07340637	0.16350523	0.075794436	0.14557536	0.14176252	0.17259228	0.1415842	0.20699967
SRR24759607_binette_bin35	0.106130466	0.26325357	0.23378287	0.12009661	0.182386	0.08176532	0.15935628	0.18265383	0.14230977	0.22461477	0.16298072	0.40698758	0.26111838	0.09800559	0.15259185	0.32609785	0.11781598	0.19118798	0.3254008	0.1743598	0.078081235
SRR24759607_binette_bin36	0.5485378	0.40918556	0.3240258	0.4994745	0.41507643	0.45971176	0.44458535	0.48104492	0.62724704	0.5041203	0.51749396	0.7253939	0.40235823	0.54966855	0.5097092	0.47175017	0.53529084	0.5302739	0.54131746	0.49869147	0.5034486
SRR24759607_binette_bin42	0.09917601	0.3237777	0.081832476	0.08711079	0.0835262	0.09395546	0.11712929	0.09747972	0.06982168	0.124330536	0.108504854	0.22734839	0.08571399	0.07759187	0.16381639	0.11794682	0.08985543	0.17927986	0.14849891	0.11325851	0.0692371
SRR24759607_binette_bin43	0.04817108	0.07823998	0.040201444	0.06831886	0.055094488	0.09125258	0.07196136	0.060316376	0.055634305	0.048952423	0.041272085	0.15349326	0.051619437	0.049509227	0.08511188	0.044440877	0.05723677	0.063426875	0.059113357	0.06841418	0.06606751
SRR24759607_binette_bin44	0	0.02895379	0.016536973	0.011123683	0.017214771	0.007114973	0.022301653	0.04661616	0.01120399	0.0076759923	0	0.113835044	0.018608365	0.0057685864	0.00864313	0.0067918138	0.0053003873	0.003540238	0.005465269	0.014994194	0.012630584
SRR24759607_binette_bin45	0.47560737	0.3674535	0.32712552	0.4496371	0.33680815	0.47239876	0.38576967	0.37136853	0.57012534	0.48723245	0.47238737	0.67608404	0.39119974	0.47500038	0.5079238	0.45566976	0.45500416	0.44287422	0.5934477	0.4647299	0.41388068
SRR24759607_binette_bin46	0.83863777	0.63356215	0.6015068	0.79626393	0.5902798	0.84059393	0.63910073	0.7321701	0.8972122	0.78362006	0.7719898	0.9828926	0.6962913	0.88549864	0.9043373	0.69292617	0.8005057	0.836571	0.8899776	0.8350514	0.7720666
SRR24759607_binette_bin9	0.9785153	0.6413168	0.80196416	1.082555	0.49799418	1.3755486	0.6060124	0.7371447	1.0684916	0.9348389	0.8219023	0.99982005	0.87813234	1.1090417	1.3792555	0.6583909	0.83644843	0.8846902	1.195195	1.1029824	0.8548246
SRR24759608_binette_bin13	0.06629242	0.05527476	0.30147898	0.18787187	0.112476684	0.055666	0.066115394	0.2602456	0.04334078	0.05266045	0.07801774	0.07511287	0.3971014	0.031925764	0.113054894	0.38968387	0.053640954	0.017239887	0.061130874	0.056463894	0.049726594
SRR24759608_binette_bin15	0	0	0	0	0	0	0	0	0	0	0	0	0.03541885	0	0	0	0	0	0	0	0
SRR24759608_binette_bin23	0.009641392	0.009102648	0.010112087	0.009333394	0.014189706	0.015281836	0.05578142	0.0067091133	0.003452389	0.0057034753	0.019007744	0.00809303	0.034816563	0.024126602	0.010081806	0.013914763	0.024229856	0.011288246	0.061488662	0.005998777	0.010453622
SRR24759608_binette_bin26	0.06399094	0.046574235	0.029633688	0.03139751	0.04371998	0.045596477	0.054976318	0.01258715	0.018490605	0.052307233	0.029036595	0.019937169	0.067718744	0.031892244	0.021417696	0.04009047	0.025704289	0.011731827	0.019563641	0.02956183	0.028469022
SRR24759608_binette_bin27	0.023948213	0.04721171	0.019198133	0.029441318	0.03312323	0.023899112	0.028106641	0.022702346	0.006756032	0.023169527	0.02718901	0.022573035	0.035665955	0.027530093	0.027965266	0.040251594	0.028106708	0.034922488	0.031110805	0.0113984095	0.014864906
SRR24759608_binette_bin29	0.011218175	0.00961831	0.010498316	0.010991398	0.016733564	0.017103704	0.06470972	0.007390601	0.0048580966	0.0059565064	0.019914465	0.007134842	0.027494743	0.02040518	0.008668691	0.015603868	0.016070224	0.009217952	0.06256543	0.0061613587	0.010246757
SRR24759608_binette_bin30	0.39043868	0.28121227	0.30438653	0.31827375	0.33579755	0.38777933	0.34631047	0.3624532	0.4089796	0.38452074	0.4364564	0.35855424	0.5428069	0.39908695	0.3854781	0.36863196	0.3689893	0.37930632	0.35589355	0.39695603	0.38332853
SRR24759608_binette_bin34	0.6919582	0.43288323	0.45571214	0.5556812	0.50231075	0.67082524	0.50834066	0.5863957	0.6476282	0.6285823	0.66250485	0.5652278	0.7057241	0.7192196	0.6844607	0.5422486	0.6298044	0.62692535	0.55236423	0.63924146	0.65299004
SRR24759608_binette_bin36	0.027200615	0.031299867	0.028536959	0.023445984	0.039967425	0.03558734	0.068746954	0.01512684	0.012094772	0.020317629	0.047612697	0.025811208	0.10752188	0.05538851	0.02179741	0.036721632	0.07496325	0.024720095	0.07266821	0.014511447	0.035696216
SRR24759608_binette_bin37	0.057680566	0.05681733	0.26854587	0.16422722	0.10454243	0.055684097	0.062349766	0.21509264	0.042560965	0.052055165	0.07169266	0.06527702	0.3977597	0.029320672	0.09826535	0.32292074	0.04940587	0.01898087	0.06472207	0.056591697	0.0479688
SRR24759608_binette_bin40	0.06749897	0.08601842	0.081075884	0.07914237	0.07666185	0.07412149	0.091123275	0.07435653	0.052556057	0.07578331	0.08103213	0.06885376	0.109015524	0.07449863	0.076720834	0.094961755	0.081214316	0.07066515	0.09093742	0.06269602	0.06482755
SRR24759608_binette_bin41	0.011950503	0.03974542	0.16331004	0.05987063	0.038958497	0.026181838	0.034808908	0.0397749	0.020430392	0.024911482	0.019399116	0.03187061	0.06900759	0.011097169	0.03723974	0.04448019	0.016849313	0.017153107	0.03496281	0.034127273	0.022476684
SRR24759608_binette_bin42	0.054513726	0.07808817	0.043401025	0.044552173	0.054516286	0.057277653	0.0639112	0.07654756	0.051794652	0.06682566	0.05204133	0.061119486	0.09202925	0.05480067	0.058214102	0.05782419	0.06673517	0.06907859	0.057084713	0.05616836	0.054428827
SRR24759608_binette_bin43	0.036948837	0.0509266	0.026328066	0.033371817	0.037494402	0.0536834	0.030893607	0.016594863	0.028743055	0.011372354	0.014929899	0.008370496	0.028319806	0.017981919	0.0070750257	0.02317448	0.039500505	0.02291491	0.033916574	0.037801478	0.017154803
SRR24759608_binette_bin44	0.2733144	0.22419494	0.2703175	0.20417199	0.29536515	0.26192147	0.28029057	0.30585742	0.30515867	0.2899201	0.34584972	0.29051182	0.4762496	0.27678066	0.26200506	0.3181094	0.26242724	0.27763572	0.2860707	0.29292893	0.25967747
SRR24759608_binette_bin45	0.004505604	0.005730063	0.0035975378	0.0042737382	0.016733838	0.0071674567	0.023182882	0.005577985	0.0019216331	0.0034479706	0.007697451	0	0.024904331	0.0116230175	0.0044924836	0.008682718	0.0072419043	0.005522591	0.025564117	0.004140209	0.004130815
SRR24759608_binette_bin46	0.010352633	0.04372512	0.08218221	0.038504645	0.043316018	0.021373447	0.03899469	0.02052326	0.02045431	0.03338016	0.020556496	0.053349223	0.063541315	0.014233805	0.040976666	0.026087657	0.021081	0.034344885	0.033625774	0.039224673	0.024345506
SRR24759608_binette_bin47	0.46770784	0.33628073	0.33653408	0.33711722	0.39003918	0.4117936	0.42051622	0.44040495	0.46239424	0.4318128	0.5063986	0.4369355	0.55099076	0.46505088	0.39972967	0.43828508	0.43846834	0.45649576	0.40318903	0.4335908	0.44237325
SRR24759608_binette_bin48	0.06707954	0.073058106	0.081450514	0.06853226	0.08313419	0.06272769	0.09773346	0.09931968	0.07924395	0.08882163	0.0921994	0.11025529	0.12523055	0.06593555	0.06673641	0.117220595	0.060585108	0.08471305	0.11280726	0.074388616	0.067543745
SRR24759608_binette_bin49	0.09587798	0.07889963	0.07343763	0.075872675	0.09153236	0.12388629	0.113929205	0.09850092	0.11601226	0.083055586	0.099541344	0.08636105	0.19012266	0.100598566	0.13817081	0.10021845	0.089488454	0.107248746	0.08675452	0.08997827	0.108574115
SRR24759608_binette_bin50	0.14475735	0.15056232	0.13560677	0.13739486	0.13941509	0.20821126	0.21158183	0.19116369	0.14114068	0.14445473	0.2107344	0.13519013	0.23764355	0.15237254	0.13981406	0.15253831	0.14407487	0.16918612	0.14376289	0.17064197	0.17516106
SRR24759608_binette_bin53	0.017013885	0.021180779	0.017447406	0.017861584	0.034066893	0.013086397	0.014461588	0.01875392	0.020099336	0.009614931	0.007822587	0.010742313	0.034585662	0.00710132	0.01442698	0.014958683	0.010824381	0.0095217405	0.01595591	0.020685261	0.008947035
SRR24759608_binette_bin55	0.013115697	0.03546522	0.059214544	0.063086	0.036808506	0.033128787	0.028659398	0.044155613	0.023871532	0.023914592	0.019757627	0.024769733	0.05496905	0.011883382	0.019232135	0.031673033	0.017181559	0.015383067	0.028196445	0.036440693	0.022887897
SRR24759608_binette_bin56	0.040490102	0.077468395	0.06461911	0.07603872	0.065250285	0.07841704	0.07272773	0.056401625	0.046648577	0.052543234	0.051641207	0.06964991	0.09277856	0.036889512	0.04882838	0.04638654	0.04944535	0.06352858	0.07649334	0.051408097	0.074713856
SRR24759608_binette_bin58	0.016400265	0.059760466	0.08253916	0.056670822	0.063242875	0.026439192	0.0495889	0.03001344	0.032335322	0.04835564	0.030650603	0.061572157	0.067775875	0.021081094	0.04408756	0.041486915	0.028493937	0.044627424	0.046871427	0.04979602	0.039134305
SRR24759608_binette_bin61	0.010445958	0.013976621	0.0062130876	0.0105272895	0.022529243	0.008874519	0.025649713	0.007512561	0.00219283	0.008482278	0.02182051	0.010775467	0.031045727	0.025206307	0.01005733	0.01631357	0.021202788	0.027005821	0.027496364	0.003119585	0.003537066
SRR24759608_binette_bin63	0.026338182	0.038594954	0.065377094	0.027100135	0.059031066	0.0574174	0.058279682	0.020160414	0.014083375	0.020215718	0.045335013	0.024498014	0.09580424	0.041367337	0.02129471	0.03772806	0.058310077	0.01903764	0.047684617	0.017614484	0.03918916
SRR24759608_binette_bin64	0.0098483665	0.007770788	0.019364534	0.005789833	0.025333302	0.009484799	0.022428317	0.006366417	0.0052526165	0.009125488	0.00813106	0	0.034209765	0.009333591	0.0048945188	0.017377753	0.010171496	0.0051159137	0.016763683	0.005839734	0.008562874
SRR24759608_binette_bin65	0.44688582	0.3045943	0.33487472	0.34175763	0.380391	0.4168523	0.38834113	0.41691977	0.45477447	0.44073614	0.48943028	0.40425774	0.5727165	0.45918867	0.4329803	0.41218975	0.42957857	0.4226983	0.4030447	0.43241528	0.4322767
SRR24759608_binette_bin66	0.02574732	0.057003345	0.14502051	0.09601178	0.07035346	0.056420863	0.055799983	0.08910056	0.035543993	0.042049497	0.03584069	0.04160683	0.110670455	0.018079992	0.05516963	0.10705956	0.027316622	0.022506312	0.0508408	0.05369034	0.041288916
SRR24759608_binette_bin68	0.051558785	0.037515424	0.022951705	0.056028932	0.036344916	0.025140544	0.028090885	0.02566772	0.020884749	0.03622752	0.026377933	0.04014192	0.04478858	0.021904115	0.022148332	0.025761105	0.029358074	0.018469479	0.042998202	0.05403525	0.043718528
SRR24759608_binette_bin70	0.5158082	0.37505618	0.37547442	0.42033935	0.4061363	0.48683038	0.43886706	0.47020683	0.48426738	0.47540995	0.52069455	0.45205137	0.5713021	0.51958746	0.5014157	0.43710393	0.49445853	0.50546014	0.43655258	0.4872315	0.49604613
SRR24759608_binette_bin71	0.38409168	0.25853157	0.26266623	0.29067424	0.3298068	0.36031163	0.34449235	0.3506504	0.4058874	0.35732877	0.42785016	0.34692216	0.46275425	0.39270216	0.36751834	0.33561203	0.38471395	0.36217472	0.33460495	0.3485342	0.38546205
SRR24759608_binette_bin84	0.037375167	0.071858406	0.048864983	0.064543	0.07344142	0.050346874	0.062861644	0.048018694	0.0154682025	0.048703447	0.056742508	0.053592578	0.06806387	0.043307237	0.057475597	0.072908044	0.055094365	0.057966344	0.07766442	0.021190293	0.029094933
SRR24759608_binette_bin85	0.35803816	0.2294364	0.24274962	0.2651932	0.30862558	0.30047795	0.29972157	0.33327895	0.351623	0.32327867	0.38708436	0.31274688	0.4398265	0.3623122	0.3135792	0.29469317	0.3334559	0.33381736	0.26729903	0.31477988	0.3479728
SRR24759608_binette_bin86	0.049939994	0.05941235	0.052189726	0.049796496	0.05335093	0.052608103	0.0690856	0.0790319	0.057467055	0.06349166	0.06894446	0.08610556	0.091613404	0.042774975	0.04803651	0.084091395	0.045104247	0.06495189	0.075358555	0.05366136	0.059203416
SRR24759608_binette_bin87	0.020333393	0.057233956	0.086413614	0.07263678	0.065931454	0.04022612	0.051534817	0.056558628	0.034198187	0.045431748	0.034274943	0.059140895	0.0790175	0.020184876	0.04729775	0.062083505	0.027263012	0.03721158	0.04565386	0.052448504	0.041601222
SRR24759608_binette_bin88	0.011187214	0.010846012	0.006718844	0.008810453	0.034155793	0.010533672	0.03354755	0.0096397605	0.0035245533	0.00602933	0.014866573	0.008066393	0.02636671	0.015585786	0.008096788	0.011680286	0.013099699	0.009893028	0.02704763	0.0067470875	0.008058813
SRR24759608_binette_bin90	0.4793727	0.32474414	0.32771578	0.34315598	0.39657	0.42021233	0.39140746	0.422572	0.4797478	0.44626567	0.48714834	0.40645203	0.5713371	0.47730112	0.41277674	0.4362766	0.44149324	0.43189034	0.41576603	0.45165613	0.46829182
SRR24759608_binette_bin91	0.34943128	0.22637267	0.26701146	0.25309485	0.31213114	0.30175453	0.3259396	0.3302177	0.35213724	0.32449389	0.4105294	0.31577826	0.45505512	0.3557209	0.3161835	0.31209996	0.3367425	0.3452375	0.29174802	0.31609038	0.34576946
SRR24759608_binette_bin93	0.42071718	0.24915947	0.2563235	0.29133588	0.33115384	0.35996303	0.34221098	0.37287796	0.41001412	0.36695856	0.43733853	0.3530676	0.48352244	0.42216197	0.3685607	0.3273584	0.40460074	0.37403762	0.30003408	0.34520373	0.41038874
SRR24759608_binette_bin94	0.10663726	0.0722977	0.088864535	0.082780525	0.11461762	0.10659353	0.08760288	0.10928777	0.10936095	0.09883524	0.10190767	0.097999156	0.20025164	0.11151679	0.085878596	0.08223789	0.07871858	0.11445211	0.099757075	0.10365761	0.11655673
SRR24759608_binette_bin95	0.27956668	0.21627732	0.24291942	0.239969	0.25335875	0.28617617	0.26331928	0.2783266	0.2850831	0.2847476	0.31699628	0.256576	0.39994234	0.27661967	0.28366458	0.27436545	0.2618817	0.29075873	0.25553265	0.29699463	0.2862104
SRR24759608_binette_bin96	0.2889153	0.20224437	0.21068238	0.22040597	0.22544585	0.27774245	0.28136766	0.26293007	0.26914665	0.25936666	0.32514167	0.23130962	0.3591231	0.29761922	0.25364393	0.227478	0.2699358	0.280788	0.21788107	0.253474	0.29288492
SRR24759609_binette_bin15	0.007136054	0.008519486	0.0076691248	0.005850558	0.008990166	0.012000067	0.03942779	0.003445899	0.0022302445	0.006615088	0.013856562	0.007757918	0.018203802	0.06669248	0.007436314	0.010406408	0.013860014	0.006246855	0.033006486	0.003660417	0.007794605
SRR24759609_binette_bin21	0.032088146	0.065300696	0.032902006	0.0404987	0.041669857	0.032632533	0.047441926	0.03493401	0.009905852	0.034891892	0.037230086	0.03233434	0.03426817	0.056010887	0.042813353	0.04566124	0.04377195	0.047994666	0.04820904	0.016164253	0.022278845
SRR24759609_binette_bin23	0.05199307	0.076148346	0.13346732	0.12274509	0.09137035	0.039245136	0.07285653	0.10106206	0.060985997	0.041936897	0.05977715	0.056853883	0.101186894	0.0516802	0.05854883	0.14135927	0.04663636	0.04419926	0.055633858	0.059812386	0.06429619
SRR24759609_binette_bin24	0.02377747	0.044615872	0.016835194	0.02575626	0.027198574	0.021677537	0.027518472	0.020891339	0.0066850698	0.020573642	0.02475312	0.021427684	0.023458088	0.030983435	0.029055737	0.030668927	0.023834446	0.031855576	0.027210586	0.010004123	0.012795937
SRR24759609_binette_bin3	0	0.0060060355	0.3488677	0	0.010332748	0	0	0.12592582	0.0028765642	0.17168984	0.0027427063	0.06057644	0	0.089125164	0.006210261	0.0125471335	0.014157454	0.007178872	0.14615043	0.01064336	0.27972907
SRR24759609_binette_bin30	0.009207854	0.01045782	0.010531016	0.010600126	0.015179302	0.018095357	0.047644027	0.0060694083	0.0032981606	0.018535757	0.018762967	0.009999564	0.021605574	0.031932555	0.010933617	0.013515193	0.019446038	0.009750496	0.052677106	0.0053318525	0.0104500465
SRR24759609_binette_bin32	0.03395573	0.03766352	0.044776943	0.029792331	0.06810633	0.03637525	0.074756354	0.02089435	0.018976254	0.022761367	0.0530039	0.02184547	0.05591501	0.10374547	0.02378525	0.04466896	0.059515525	0.018546024	0.057093717	0.016841503	0.043700036
SRR24759609_binette_bin33	0.009010018	0.010462302	0.010988828	0.011395229	0.014164639	0.009708751	0.01467716	0.007783057	0.0070017464	0.013816907	0.008150375	0.01046593	0.0132603105	0.021768438	0.008430721	0.009265389	0.013305413	0.007212086	0.01217107	0.0065183416	0.0076538417
SRR24759609_binette_bin34	0.37473917	0.32285702	0.25521818	0.31261584	0.2856793	0.2822451	0.32969514	0.34975863	0.36526504	0.3298313	0.34969598	0.33134657	0.29785448	0.51019984	0.33380556	0.31643036	0.358815	0.40589553	0.32613304	0.33206508	0.33811194
SRR24759609_binette_bin35	0.007565319	0.009282344	0.0062910086	0.006558997	0.009104671	0.014169286	0.032631617	0.0053662164	0.0029323336	0.007109905	0.013165118	0.00823743	0.0144712245	0.025331702	0.009861595	0.010420494	0.015521846	0.008189111	0.04506899	0.0042349105	0.0074066045
SRR24759609_binette_bin36	0.020616839	0.035483003	0.06644528	0.08071904	0.056581054	0.04487582	0.041897133	0.064877674	0.04257357	0.035227194	0.02826446	0.036468744	0.043358922	0.02561149	0.0321268	0.062036786	0.023158908	0.021939369	0.029627513	0.038097527	0.03160974
SRR24759609_binette_bin37	0.17747267	0.1397647	0.14311968	0.06757421	0.12944888	0.14939654	0.1481889	0.079670124	0.046337124	0.12222612	0.09243809	0.06594211	0.27248147	0.1048061	0.08266412	0.18727721	0.07998063	0.02984058	0.0912542	0.12774855	0.054337338
SRR24759609_binette_bin38	0.051400043	0.067435734	0.029953388	0.03793738	0.0469622	0.02897934	0.059026726	0.06711532	0.039773803	0.043710086	0.06577426	0.07908844	0.048514966	0.1307161	0.059136525	0.034496766	0.053147536	0.08879543	0.045566037	0.04125807	0.060761664
