Genome	SRR24759596	SRR24759597	SRR24759598	SRR24759599	SRR24759600	SRR24759601	SRR24759602	SRR24759603	SRR24759604	SRR24759605	SRR24759606	SRR24759607	SRR24759608	SRR24759609	SRR24759610	SRR24759611	SRR24759612	SRR24759613	SRR24759614	SRR24759615	SRR24759616
SRR24759603_binette_bin57	0	0.02281553	0.13916539	0.015983982	0.00668263	0.0059539285	0.028738102	0.04573819	0.0021622833	0.0016429976	0.017424433	0.0054199123	0	0.0020188866	0.03396741	0.024630778	0.0034037034	0.010885867	0.0013892088	0.022520872	0.0113493
SRR24759603_binette_bin6	0	0.06943097	0.006367069	0.012832627	0.012267991	0.023872755	0	0.05588693	0.010580072	0.013817097	0	0.008739246	0.0019569485	0	0.002174718	0.011367089	0	0	0.030997131	0.013368322	0.023240246
SRR24759603_binette_bin86	0	0.025034592	0.13942108	0.018909696	0.006853292	0.0068646637	0.02940251	0.048846085	0.0024348863	0.0017326938	0.01653657	0.0067728385	0	0.0025211952	0.034013495	0.022344923	0.0034218847	0.011927474	0.001616537	0.021721601	0.012513472
SRR24759603_binette_bin88	0.33728853	0.25284043	0.24651219	0.3022223	0.27698153	0.30343124	0.28131428	0.47760162	0.33762822	0.32641038	0.32338163	0.31377402	0.30553356	0.3804326	0.38190934	0.3127347	0.3110276	0.34586728	0.30907977	0.3289058	0.32134554
SRR24759603_binette_bin89	0.08776918	0.098715425	0.10352037	0.079581015	0.102354914	0.11892045	0.12512147	0.11336618	0.11873184	0.132287	0.113799304	0.12578858	0.12070524	0.09527597	0.09687048	0.15054065	0.101069026	0.10927506	0.14523181	0.12784995	0.098697044
SRR24759603_binette_bin90	0.14740278	0.13441753	0.12935096	0.14606294	0.15254483	0.13308221	0.16336857	0.29315382	0.15677941	0.1594041	0.15280321	0.14021794	0.15976053	0.17281625	0.1622425	0.16578713	0.14034107	0.16549504	0.1550539	0.15667306	0.15629628
SRR24759604_binette_bin10	0.17486705	0.23601416	0.31904075	0.20717189	0.5388954	0.22570823	0.4442623	0.14871244	0.15407479	0.14321192	0.295463	0.10363087	0.24894723	0.27809379	0.14107895	0.24593416	0.26981023	0.0860617	0.1706591	0.09851438	0.3325825
SRR24759604_binette_bin100	0.24454953	0.16696629	0.15629964	0.2153222	0.22303642	0.23325507	0.22028877	0.21082191	0.49739718	0.24617262	0.26130274	0.27786908	0.22140731	0.28477162	0.22741982	0.2707077	0.23611842	0.23879187	0.3392943	0.23929648	0.25414065
SRR24759604_binette_bin101	0.0028551274	0	0	0.0026797573	0	0	0	0	0.04422345	0	0	0	0.0019566678	0	0.001801528	0	0	0.0035190315	0.0022958135	0	0
SRR24759604_binette_bin102	0.4597408	0.3241639	0.29835582	0.3663986	0.39581516	0.3892647	0.39502704	0.4178532	0.6214731	0.4196766	0.44906998	0.44269565	0.38535967	0.48133934	0.39585787	0.42023402	0.46049392	0.45427957	0.4522932	0.41548055	0.43083197
SRR24759604_binette_bin12	0	0.005336886	0.020445663	0.008849785	0.0306597	0.025799735	0.0151704755	0	0.03211299	0.002017306	0.004413085	0	0	0.006957471	0.002607458	0	0.0067543914	0	0.010155293	0.016868265	0.014564488
SRR24759604_binette_bin21	0.05163417	0.11621964	0.052664258	0.07479965	0.07365371	0.059835866	0.07798628	0.056560352	0.026910873	0.058133382	0.061775748	0.056780916	0.05848489	0.061943807	0.07325092	0.08537032	0.081587695	0.086651124	0.083473854	0.024420016	0.037262887
SRR24759604_binette_bin23	0.0506158	0.07518161	0.04724299	0.076489344	0.022787793	0.04774127	0.036624752	0.0301142	0.06144795	0.02907757	0.059843067	0.07562514	0.032481343	0.15424605	0.064731814	0.031768937	0.06128575	0.20567724	0.042672526	0.02891102	0.18607956
SRR24759604_binette_bin26	0.01226114	0.025059327	0.047517773	0.07994594	0.036679197	0.024228571	0.021269536	0.060057394	0.04957834	0.016426811	0.02126638	0.020161405	0.04716596	0.008827341	0.025414027	0.065462865	0.014736895	0.013361003	0.01803472	0.020557567	0.01676821
SRR24759604_binette_bin27	0.07766398	0.12503794	0.061613105	0.13032913	0.08390569	0.04505883	0.100368805	0.05810701	0.13094322	0.04563064	0.07779984	0.046793442	0.054650597	0.059635222	0.03959533	0.07687474	0.0764651	0.07396953	0.09631435	0.08421635	0.0880163
SRR24759604_binette_bin28	0.03218642	0.048538838	0.030199653	0.027195575	0.036069356	0.0458067	0.079271294	0.01579776	0.025698863	0.03145296	0.06055431	0.04558014	0.099948555	0.07576652	0.032512557	0.05353466	0.09275813	0.032612134	0.106318526	0.01804946	0.03715136
SRR24759604_binette_bin29	0.057181403	0.07797445	0.0559041	0.06817073	0.041729134	0.044558465	0.053589117	0.08534237	0.06400653	0.049662344	0.06894105	0.08076829	0.063324854	0.09795335	0.06885432	0.07139464	0.0535746	0.13352062	0.070724495	0.043675885	0.110779196
SRR24759604_binette_bin3	0.16999188	0.15503481	0.24831018	0.43836674	0.4246543	0.32363647	0.35560575	0.23060596	0.25600678	0.23749831	0.2973731	0.49466282	0.34916434	0.11602012	0.2934727	0.39132103	0.18615524	0.18748212	0.38678625	0.12937461	0.2625165
SRR24759604_binette_bin34	0.009768708	0.02212859	0.037066992	0.03445963	0.02401322	0.013188498	0.016440231	0.032052416	0.038972784	0.011864033	0.015989564	0.015394744	0.032243907	0.007835175	0.017603222	0.043029595	0.011794916	0.008901247	0.013255906	0.017934553	0.013426014
SRR24759604_binette_bin35	0.018461177	0.048839223	0.036409438	0.1224731	0.05289597	0.06992599	0.054263387	0.021774927	0.050069917	0.04457704	0.043134168	0.034336817	0.027295772	0.025437243	0.054167043	0.031062972	0.030265007	0.030121002	0.059295055	0.058305774	0.08695708
SRR24759604_binette_bin36	0.0063885325	0.012963958	0.01737567	0.022464141	0.015337449	0.012404246	0.012412353	0.01611194	0.020676788	0.010656773	0.0064304504	0.018470079	0.013161293	0.0062862798	0.010707204	0.009482387	0.0068084467	0.011872786	0.013560441	0.0124738915	0.0071884063
SRR24759604_binette_bin37	0.037529774	0.07720945	0.0970904	0.107399404	0.09679031	0.046064164	0.069612734	0.07667701	0.08443933	0.04102843	0.052953158	0.043468583	0.06437279	0.031222317	0.042960957	0.0914923	0.040819727	0.045655522	0.0569817	0.057325207	0.066994086
SRR24759604_binette_bin39	0.6401947	0.43870202	0.40588877	0.5069493	0.5335421	0.53671896	0.53218836	0.59182924	0.7703837	0.5679912	0.61985993	0.63319993	0.52172536	0.6739721	0.573809	0.57290053	0.6104773	0.62911236	0.601364	0.55038464	0.6076395
SRR24759604_binette_bin42	0.09401798	0.09897908	0.07092203	0.060840443	0.11855108	0.07461126	0.09117636	0.0921565	0.22295468	0.10244827	0.09187791	0.08490274	0.11930374	0.077821724	0.09109988	0.105958834	0.085328005	0.09209796	0.096538514	0.118499115	0.077661835
SRR24759604_binette_bin43	0.43302378	0.322819	0.3162993	0.39045846	0.320476	0.45821735	0.34212935	0.35437077	0.62586015	0.4206565	0.4190669	0.44114363	0.4043523	0.49778938	0.47625458	0.3937858	0.3868573	0.45658952	0.5178119	0.44746503	0.42857128
SRR24759604_binette_bin44	0.03781174	0.059548255	0.11930874	0.109017886	0.08493579	0.052760646	0.059116986	0.11437442	0.06869209	0.041878298	0.043389834	0.04337805	0.09151428	0.023232158	0.054605663	0.1337002	0.03210497	0.02618491	0.04924086	0.05510338	0.051999327
SRR24759604_binette_bin45	0.031643745	0.058606125	0.04888153	0.043381337	0.026928138	0.026579846	0.07574077	0.07541712	0.06551321	0.04226519	0.035516147	0.055793624	0.054767434	0.030863784	0.05775957	0.03131564	0.034109417	0.07686231	0.029377582	0.04773144	0.042600233
SRR24759604_binette_bin46	0.011356481	0.02760066	0.049885634	0.084492	0.036326695	0.03263714	0.025740018	0.058231935	0.04876042	0.0179634	0.021765098	0.020635927	0.0422094	0.008048924	0.019862728	0.050951663	0.0136089865	0.015258233	0.019472335	0.024746785	0.019831281
SRR24759604_binette_bin47	0.07630476	0.03781727	0.092789955	0.06517784	0.028585223	0.018694533	0.05588465	0.015271218	0.091602676	0.032533187	0.059036564	0.024321627	0.077022865	0.026829232	0.021612767	0.020911276	0.040775806	0.02973899	0.02423807	0.051312026	0.0859636
SRR24759604_binette_bin48	0.12498934	0.18979624	0.06582745	0.042035263	0.07753223	0.113717385	0.10466685	0.20256068	0.36035943	0.10398451	0.08279751	0.16272733	0.09812264	0.1255163	0.0894571	0.07634743	0.14372808	0.119872436	0.15906218	0.10777685	0.1073786
SRR24759604_binette_bin50	0.027371261	0.03633111	0.029268054	0.041178804	0.04257241	0.02785055	0.03721006	0.033067577	0.067877665	0.038419664	0.042554043	0.043409467	0.05989156	0.031061132	0.047705922	0.046017934	0.028586272	0.21119487	0.05963754	0.055591397	0.055293094
SRR24759604_binette_bin51	0.05407876	0.07686382	0.07724007	0.12483524	0.13576077	0.09877164	0.11279079	0.080821715	0.04457048	0.090783924	0.101531506	0.09962694	0.11668645	0.054976452	0.10229784	0.1332496	0.069212504	0.082233936	0.11887828	0.038474996	0.048967082
SRR24759604_binette_bin52	0.1410172	0.21694045	0.14557472	0.10334929	0.15322235	0.08598612	0.14284693	0.18980762	0.23889281	0.1523382	0.16479573	0.17353944	0.16599208	0.10263199	0.1162141	0.23240939	0.09499437	0.1757286	0.20015153	0.14100875	0.10042235
SRR24759604_binette_bin53	0.01951743	0.025048168	0.056587163	0.06175155	0.045180008	0.023112936	0.02630245	0.07028573	0.049526494	0.022552159	0.025623236	0.026324242	0.058202133	0.0121537205	0.03068335	0.08922924	0.019442597	0.012358724	0.023106737	0.024956293	0.023964616
SRR24759604_binette_bin54	0.09657146	0.109548345	0.0825333	0.10554681	0.07882366	0.07706377	0.089927025	0.13292284	0.11339896	0.08198398	0.10860916	0.10632042	0.09560812	0.13735467	0.104417436	0.09973957	0.08670268	0.17501506	0.11110685	0.077559665	0.14040625
SRR24759604_binette_bin55	0.16366237	0.0667461	0.24321298	0.13582882	0.077681616	0.04819937	0.13061786	0.028292367	0.11168989	0.0668071	0.13073716	0.05914704	0.15874358	0.07758864	0.06667172	0.060334515	0.11241268	0.065937586	0.04992684	0.13096143	0.21894702
SRR24759604_binette_bin57	0.39940315	0.28999233	0.27532467	0.31790555	0.36096805	0.33800352	0.3472132	0.36044365	0.60869443	0.38158754	0.39400402	0.41896957	0.35962835	0.41533592	0.3488957	0.40025863	0.39373723	0.41191334	0.41113615	0.38870293	0.3736946
SRR24759604_binette_bin58	0.028874595	0.042946164	0.103366464	0.10687262	0.071487665	0.046945434	0.04863238	0.10335842	0.055095296	0.03493168	0.039163433	0.039115544	0.08280112	0.020706134	0.044332575	0.11789998	0.028941207	0.019783055	0.04115594	0.04143002	0.038623646
SRR24759604_binette_bin6	0.22471596	0.43472677	0.41791242	0.036306486	0.2916776	0.07512054	0.13310544	0.4324706	0.4093178	0.31821308	0.24878319	0.4975061	0.48739526	0.047313776	0.14552146	0.6680964	0.05237509	0.21858183	0.5287356	0.18318468	0.07240528
SRR24759604_binette_bin8	0.32248792	0.25880092	0.14113383	0.08168572	0.22329967	0.1355136	0.12108419	0.07365603	0.12885606	0.068854704	0.070910394	0.11784492	0.29727927	0.13005629	0.1211404	0.18736877	0.118071	0.060032178	0.07787936	0.10982597	0.08358095
SRR24759604_binette_bin87	0.02635209	0.083963886	0.046124708	0.06841972	0.055573884	0.0648276	0.07563271	0.032707714	0.0739862	0.033021275	0.04259641	0.056242444	0.040248323	0.028942566	0.100748956	0.03424902	0.036725815	0.064493336	0.050252907	0.057406384	0.062297497
SRR24759604_binette_bin88	0	0.06693369	0.07591569	0.01508149	0.041689537	0.022915298	0.0137230195	0.27352017	0.0304346	0.022740208	0.003786414	0.10666726	0.11679642	0.0038553218	0.003963598	0.015483873	0.0043229936	0.004645233	0.007043026	0.039118577	0.012599576
SRR24759604_binette_bin9	0.006575555	0.03413831	0.029642383	0.030253131	0.054619703	0.052319895	0.028740631	0.03323773	0.04859057	0.013687876	0.010307199	0.012082221	0.0177294	0.0025103241	0.01260519	0.019575957	0.0072540888	0.0072508575	0.017514411	0.034783512	0.020106535
SRR24759604_binette_bin91	0.008794533	0.023417892	0.021590741	0.026146844	0.02902725	0.020053742	0.015228102	0.03215858	0.034451567	0.016861666	0.010274369	0.014540955	0.026451858	0.007937642	0.014015224	0.01956422	0.008252776	0.008339608	0.012443938	0.019324256	0.016200483
SRR24759604_binette_bin93	0.05188897	0.06835422	0.047188845	0.054880362	0.042032275	0.04808957	0.057706676	0.08600457	0.06267793	0.05046382	0.061840035	0.06554366	0.062587105	0.046911296	0.067839794	0.07334736	0.037199292	0.07388293	0.072790146	0.05257519	0.052024968
SRR24759604_binette_bin96	0.37297735	0.22120741	0.23354095	0.28910765	0.28045478	0.34542033	0.29543418	0.31702074	0.5524817	0.33493653	0.3545904	0.37094265	0.3042041	0.41309673	0.3246	0.32909712	0.35600534	0.3460435	0.4007394	0.34423622	0.3669157
SRR24759604_binette_bin98	0.31000566	0.20319678	0.2120551	0.25332418	0.3081612	0.273334	0.29313347	0.2765916	0.49916	0.28550124	0.32011032	0.3188891	0.2694532	0.34283745	0.28700215	0.29820994	0.31235078	0.30652985	0.34336472	0.27776602	0.3021952
SRR24759605_binette_bin20	0.06339207	0.073305994	0.09336947	0.05671025	0.13657089	0.06300619	0.12971984	0.042103738	0.039088316	0.080487624	0.0921744	0.040563155	0.08532745	0.08149164	0.044034183	0.07310015	0.085051976	0.032897443	0.07230981	0.034392107	0.09498795
SRR24759605_binette_bin21	0.010886198	0.043773904	0.04946335	0.019646412	0.045394905	0.025887838	0.045981515	0.013443773	0.017765835	0.13629301	0.019564556	0.13249217	0.0566319	0.020885477	0.06478896	0.01759928	0.024095174	0.05202315	0.04898575	0.062433545	0.02132741
SRR24759605_binette_bin22	0	0.01815464	0.010715096	0.00999468	0.01334265	0.015752455	0	0.025593255	0.0066904593	0.024691582	0	0.12929723	0.008786557	0.005926071	0.0072561754	0.009342487	0.0053064413	0.0041379165	0.008734223	0.09999097	0.008545785
SRR24759605_binette_bin23	0.033849675	0.06292226	0.06957126	0.07883562	0.06173027	0.018689528	0.04394313	0.050862916	0.044699162	0.03756142	0.040598024	0.029781748	0.061738964	0.02143476	0.025661126	0.08677862	0.030219818	0.030400658	0.04156588	0.04210122	0.045180503
SRR24759605_binette_bin26	0.5865944	0.3574391	0.35333902	0.47020614	0.36512378	0.50230503	0.42495903	0.48782015	0.5077947	0.59916604	0.48373985	0.47774395	0.42352796	0.55540335	0.5903229	0.4303164	0.5428761	0.49819157	0.4355186	0.5017982	0.5246078
SRR24759605_binette_bin27	0.5549273	0.3959621	0.43833286	0.54260397	0.3441572	0.6383496	0.42406803	0.48660266	0.50876236	0.6340548	0.50353646	0.4509375	0.50976145	0.58033323	0.7289269	0.45610085	0.52989525	0.5008336	0.5131887	0.57855505	0.52126503
SRR24759605_binette_bin28	0.61910874	0.44356933	0.46566755	0.6098833	0.35522708	0.6925351	0.4494299	0.51062626	0.55394363	0.6725296	0.54053134	0.4854112	0.52720886	0.6588396	0.7594283	0.46964607	0.58015347	0.5651423	0.53799033	0.6400555	0.55999905
SRR24759605_binette_bin29	0.6585291	0.44579607	0.55460715	0.7186432	0.36658734	0.87111014	0.4850086	0.5400434	0.6068147	0.7477844	0.5984578	0.48658353	0.6232757	0.7414952	0.9561323	0.50395256	0.61491024	0.6051824	0.62414515	0.7436141	0.6314359
SRR24759605_binette_bin3	0	0.0051197936	0.010287482	0	0.007552343	0	0	0.0015185744	0	1.1886557	0.0034889379	0	0.0014609601	0.008390307	0.0035257842	0.0019076564	0.011653009	0.031649057	0.004895535	0.005721079	0.0051205615
SRR24759605_binette_bin30	0.058960468	0.06641854	0.034096457	0.05487549	0.04167206	0.03507532	0.059251465	0.027185291	0.050225075	0.10784204	0.033669416	0.09747141	0.040160377	0.03529147	0.045538615	0.036503203	0.038222257	0.05476768	0.06585353	0.08736728	0.04002315
SRR24759605_binette_bin31	0.016824812	0.023076404	0.016856845	0.021722706	0.02376433	0.020669881	0.050694294	0.019442864	0.010361131	0.018415939	0.02958027	0.016921084	0.040248986	0.040032156	0.027374012	0.019697985	0.056482814	0.024100132	0.046068408	0.011154699	0.021705525
SRR24759605_binette_bin32	0.0050808643	0.032097403	0.01825988	0.084320545	0.04031213	0.026766082	0.024453668	0.041253757	0.033854537	0.022584027	0.01724661	0.013458369	0.019868704	0.0044909567	0.010319075	0.018560823	0.008941791	0.013714816	0.010734616	0.02835145	0.017891873
SRR24759605_binette_bin34	0.6941988	0.4927754	0.5580048	0.743359	0.4013985	0.8579077	0.50853455	0.57588965	0.6338904	0.76303875	0.6238551	0.5220877	0.62301725	0.7660286	0.97955203	0.5327653	0.6628409	0.6362597	0.6213714	0.7580027	0.6613594
SRR24759605_binette_bin35	0	0.032071967	0	0.00763613	0.024738828	0	0	0	0	0.014080724	0	0	0	0	0	0	0	0	0	0	0
SRR24759605_binette_bin36	0	0.0354175	0	0.0074874186	0.026653841	0	0	0	0	0.015736707	0	0	0	0	0	0	0	0	0	0	0
SRR24759605_binette_bin38	0.015590733	0.02991002	0.015604869	0.017815234	0.02661483	0.017012792	0.016955096	0.016509308	0.005337971	0.027759567	0.019491931	0.02316495	0.019983048	0.017780064	0.033399746	0.028877873	0.016109798	0.031048985	0.0258182	0.00950633	0.010318613
SRR24759605_binette_bin40	0.030856695	0.08756449	0.04133534	0.06284333	0.050022673	0.021921666	0.05251863	0.05521244	0.039494388	0.043968614	0.03127633	0.028463306	0.036834955	0.015387899	0.012607641	0.030395634	0.021885574	0.024076167	0.03351137	0.04612898	0.040472932
SRR24759605_binette_bin42	0.65450716	0.44729978	0.52248704	0.7093333	0.36276004	0.8063109	0.46801898	0.5579934	0.59350586	0.7170853	0.5811421	0.5080576	0.5851415	0.7200592	0.9246573	0.4846551	0.61375946	0.6137687	0.57878405	0.71729577	0.64319915
SRR24759605_binette_bin51	0.07602007	0.052650545	0.064249225	0.044868592	0.038731273	0.03601173	0.07261009	0.058398012	0.08668738	0.12903692	0.10743526	0.061495077	0.07606586	0.042234115	0.07569875	0.07299497	0.066661745	0.073145166	0.09260803	0.06133441	0.049444865
SRR24759605_binette_bin81	0.0070268856	0.043473568	0.013223302	0.01210044	0.040421296	0.018172799	0.014331434	0.0150725525	0.015343492	0.022807863	0.0118833175	0.011496021	0.010620474	0.006914196	0.024506537	0.016820475	0.014398034	0.02114564	0.020308299	0.015611364	0.015423511
SRR24759605_binette_bin85	0.07170134	0.05639529	0.07222487	0.057034478	0.052080635	0.06986401	0.06714776	0.089166954	0.067787215	0.10878564	0.0751094	0.05700137	0.071812145	0.06726768	0.06914114	0.08151487	0.06950337	0.08345162	0.072566554	0.07160455	0.07277815
SRR24759605_binette_bin88	0.005286938	0.052998897	0.016247666	0.014396065	0.041349117	0.018486733	0.017043581	0.017581657	0.019275222	0.026726501	0.015912898	0.010681796	0.007697413	0.008308907	0.03887328	0.018959457	0.012711737	0.033227928	0.029193519	0.016895782	0.016675694
SRR24759605_binette_bin90	0	0.0034887954	0	0	0	0	0	0	0	0.0340038	0	0	0.014817558	0	0	0	0.0026514863	0.0012365866	0	0	0
SRR24759606_binette_bin1	0	0	0	0	0	0	0.012791003	0.0013982251	0	0	0.11360874	0.020607706	0	0	0.0022071241	0	0	0	0	0.0030671905	0
SRR24759606_binette_bin16	0.008654287	0.012488268	0.00980504	0.014563219	0.0162353	0.0073204082	0.011259643	0.008120081	0.008484026	0.0061234357	0.029935896	0.00771573	0.0106781125	0.00710573	0.011261822	0.008926225	0.007957675	0.011872097	0.010583242	0.0069673844	0.009135616
SRR24759606_binette_bin2	0	0	0.0017978831	0	0.6914421	0.035510886	0	0.12689215	0	0.0023922783	0.21365647	0	0.019494323	0.001068959	0.001256218	0.0038118141	0.00439449	0.008267382	0.014310388	0.046764508	0.0016182065
SRR24759606_binette_bin25	0.05508537	0.2039052	0.10913759	0.23703176	0.14827228	0.22559707	0.16037823	0.05524295	0.07191926	0.0891311	0.15585889	0.14121985	0.08429335	0.07028874	0.11142027	0.07681356	0.1100972	0.07097236	0.14702292	0.12566827	0.1973962
SRR24759606_binette_bin26	0.0072109657	0.018782936	0.016637715	0.043835755	0.02458776	0.019396205	0.02318047	0.018746568	0.01862472	0.020278867	0.022666669	0.027562998	0.020117542	0.009640029	0.019193655	0.013852306	0.0118004875	0.016984489	0.016525349	0.019103346	0.01051975
SRR24759606_binette_bin3	0.3514241	0.23068422	0.3029935	0.1853832	0.18444729	0.33718497	0.4163657	0.16814733	0.067236386	0.30762732	0.27949128	0.10621127	0.6170457	0.18810007	0.16355626	0.39022532	0.14592054	0.050174013	0.19207594	0.2989788	0.13370495
SRR24759606_binette_bin30	0.029468229	0.063061915	0.027221097	0.036958072	0.03785167	0.03078744	0.04052461	0.029752804	0.009699283	0.032326955	0.046217073	0.031921983	0.034208525	0.034568857	0.044219445	0.046006057	0.043022823	0.046702214	0.04492877	0.01471944	0.021287827
SRR24759606_binette_bin31	0.0697073	0.09316846	0.24556799	0.18802658	0.12973395	0.07567676	0.0913617	0.20817336	0.062109374	0.07129496	0.104211695	0.08792139	0.2088828	0.040199947	0.10075104	0.28424823	0.058416016	0.042621534	0.07880192	0.079188585	0.07787947
