Sample	Tool	accuracy_bp	accuracy_seq	adjusted_rand_index_bp	adjusted_rand_index_seq	binning type	f1_score_bp	f1_score_bp_cami1	f1_score_per_bp	f1_score_per_seq	f1_score_seq	f1_score_seq_cami1	misclassification_bp	misclassification_seq	percentage_of_assigned_bps	percentage_of_assigned_seqs	precision_avg_bp	precision_avg_bp_sem	precision_avg_bp_var	precision_avg_seq	precision_avg_seq_sem	precision_weighted_bp	precision_weighted_seq	rand_index_bp	rand_index_seq	rank	recall_avg_bp	recall_avg_bp_cami1	recall_avg_bp_sem	recall_avg_bp_sem_cami1	recall_avg_bp_var	recall_avg_bp_var_cami1	recall_avg_seq	recall_avg_seq_cami1	recall_avg_seq_sem	recall_avg_seq_sem_cami1	recall_weighted_bp	recall_weighted_seq
sample_1	CONCOCT	0.24292167283615607	0.03172201209694576	0.4109650571679711	0.1490934596216757	genome	0.5071126608437335	0.27119729668236564	0.4421235663161947	0.10102569742399943	0.42316227975379966	0.22542702099552647	0.4692426838790986	0.6322805059282381	0.45768878818586245	0.08626687626942912	0.6964109758931942	0.019250514301450663	0.09079266371323737	0.6289942746887651	0.021923254812921143	0.5307573161209014	0.36771949407176185	0.9851999254363923	0.9644014015285908	NA	0.3987299519576159	0.1683850057884529	0.016415396216466222	0.013113442583928285	0.16706844442501564	0.11590264169493707	0.3188287921861288	0.1373209263263129	0.01571417763738485	0.0116811043320279	0.3788564775326752	0.05855665208852582
sample_1	SemiBin2	0.2565507267966081	0.013661688601058314	0.8695585007618182	0.7742852204214717	genome	0.22059030164315124	0.2074478734557991	0.40749427858151704	0.027887143372976677	0.16655387944062713	0.15951525480071235	0.10052184472393255	0.17176893836546292	0.28522174250898585	0.01649502081471877	0.8294828497345665	0.01977439818300066	0.05708991623097953	0.7881313397370389	0.022404479668865444	0.8994781552760674	0.8282310616345371	0.9969063123042191	0.9942175549633212	NA	0.12721009571446076	0.11854794351241489	0.011847327006682196	0.011281464106682	0.08702267746602202	0.08234461675655923	0.09311592020907292	0.08873774484083877	0.009847592252668024	0.0094213229368403	0.26341516589206837	0.0141823364885715
sample_1	DAS Tool	0.22568893567020873	0.01428590622963595	0.9213435096455499	0.7926638449052053	genome	0.25918540764110976	0.1981971980644	0.37861305838893455	0.03189084032779258	0.2203170163341451	0.1652567943574579	0.06548348384196856	0.1563739751388522	0.24150342103963798	0.01693393258225677	0.9460997537497572	0.01605344900732026	0.01984391832735866	0.8049975497366678	0.03406957422877866	0.9345165161580314	0.8436260248611478	0.9976175865992267	0.9891606427017223	NA	0.1501611347789627	0.11069307239914543	0.013540294120693361	0.012036626488421753	0.1136705302224276	0.08982583387750123	0.12762283615616057	0.09207986945734094	0.012055983021911678	0.01038893425537041	0.23739627922811504	0.01625261163698414
sample_1	MaxBin2	0.12618316949695652	0.014220965202806348	0.37889117244688586	0.2588405981564636	genome	0.28993320551630697	0.0988516922818003	0.2398218728362102	0.05164372866222768	0.22870248200697368	0.07737858792743683	0.5710504317415626	0.7302222835841502	0.29416784357487114	0.052713639183176245	0.43982346201599015	0.024356273849303035	0.07949256216018055	0.3066865722454361	0.023875890500143087	0.4289495682584374	0.2697777164158498	0.9862205901576233	0.9808345501977859	NA	0.21623954505339613	0.05568334917730588	0.012878262576396316	0.006652353496525362	0.10282678113169814	0.029650050718631252	0.18233774267534164	0.04427465466964888	0.012389574292707437	0.005943759212058649	0.16643791133720096	0.028555017366126312
sample_1	Binette	0.27916577347368005	0.027521559301234552	0.9656898209670081	0.870863950363213	genome	0.2930663004945714	0.23807184026805073	0.4409831472307206	0.05838159452705382	0.2380922686846279	0.188145390506395	0.04364369502718857	0.12912540523304217	0.29190561302527984	0.031602207099173905	0.9275275074489191	0.012979693310215127	0.018363495788569523	0.8668780242142214	0.020481955535722622	0.9563563049728114	0.8708745947669578	0.999244848298302	0.9961957676744634	NA	0.17402626069475344	0.136561829499654	0.013745276704631715	0.012553880528904812	0.11713823164587261	0.09771194812708951	0.13799689358885492	0.10552405520189072	0.011862616943078944	0.010399000430055557	0.286558789455009	0.03020317584014654
sample_1	COMEBin	0.3477870738124807	0.04753851114858283	0.8210082219508592	0.7527836679747003	genome	0.4414140497344388	0.2720415510857695	0.4908994265319465	0.0964239990390817	0.3707939503390354	0.21073859101111528	0.11341804680754042	0.2162825683670362	0.39227853957566733	0.060657718241038695	0.8029168615267798	0.016560440333928533	0.06911054238150896	0.7540055923776634	0.018843042500400118	0.8865819531924596	0.7837174316329638	0.9973646640252358	0.9963275421778436	NA	0.30437375077694134	0.16376370546575525	0.015939446826326302	0.011707554133783939	0.15752089838015582	0.09375370747610928	0.2458463552207252	0.12248626612357211	0.014774475003521725	0.009868583157322931	0.3394171633340846	0.05137227107728206
sample_2	Gold standard	1.0	1.0	1.0	1.0	genome	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	NA	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
sample_2	MetaBat2	0.18980776885954437	0.015046317034276398	0.2821521535096653	0.17701597232343103	genome	0.2805531643539723	0.17525688502965123	0.39477239431748706	0.06256666857745702	0.20482087643584648	0.13653989496105814	0.43679462899555743	0.616793109349153	0.3370134210919078	0.039264213147945745	0.846803629405992	0.028864140525588555	0.06998364309559758	0.8050114139329361	0.03219548171041433	0.5632053710044426	0.38320689065084707	0.9622541902158781	0.9347899218032926	NA	0.1681276313115265	0.09774303012275135	0.012751873248099033	0.0109585232078941	0.09756616280135026	0.07241380623146602	0.11733768457609105	0.0745961635837668	0.010309241529975801	0.009048522559239233	0.30389048565517995	0.03406418537564279
sample_2	CONCOCT	0.2298422576870494	0.03181328501549874	0.36933003019526056	0.14929941298433616	genome	0.5081813789079872	0.2628676221235159	0.4244219403609134	0.10283289611440291	0.4291861076559746	0.21850544958982376	0.48854109295953363	0.6451044692213999	0.4493855801965033	0.08964126695454301	0.6699261425933926	0.02088782921801829	0.09773151571480611	0.6176603778261374	0.022633264385901162	0.5114589070404664	0.3548955307786002	0.9834259023775869	0.966119199373691	NA	0.40934940532294317	0.16351383463624972	0.016727682157627984	0.013149239606645262	0.1678892102199754	0.1129053339581284	0.32884240129291054	0.13273025862814009	0.016179529266056616	0.011679953502640698	0.3626998802710805	0.060127595814445184
sample_2	SemiBin2	0.23715450808044	0.014889537904714124	0.854363490692349	0.7593137388314823	genome	0.21993796103804086	0.20003461877781986	0.38420600765537627	0.03140855687356221	0.16062164844159593	0.14929681910205989	0.11504680628302055	0.19197812215132182	0.2679853689033472	0.018427146978194264	0.8204783386899712	0.021043458544758763	0.061995800653497295	0.7898223647858482	0.02316784384151437	0.8849531937169794	0.8080218778486782	0.9965780650608141	0.9938735970342755	NA	0.1269894131668379	0.11390211615923804	0.01173432894827635	0.011038614381733007	0.08261668551981381	0.07640058168281394	0.08940134370958219	0.08244005941147359	0.009669059957080174	0.00912396547479479	0.245366414328474	0.016015548010248876
